image_path,label
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_19354.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_20065.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2193.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2235.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_232.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2339.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2349.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2568.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2626.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2664.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_2665.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_3263.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_3472.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_3522.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_3562.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_3685.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_39.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_392.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4002.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4078.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4099.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4149.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4197.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4273.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4470.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4777.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_4784.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_5047.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_524.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_5630.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_6057.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_6159.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_6616.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_6699.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_682.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_689.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7145.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7232.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7310.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_732.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7375.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_738.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7528.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_755.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7567.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7606.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7661.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7736.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7748.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7794.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7796.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7862.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_7935.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_835.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_842.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_917.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9398.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9433.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9671.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_969.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9740.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9793.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091134-whippet\n02091134_9806.jpg,whippet
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_100.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1000.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1025.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1030.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1037.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1045.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1072.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1076.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_110.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1120.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1182.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_119.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1238.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1252.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1265.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1283.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1340.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1371.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1396.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_142.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1438.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_147.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1488.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1496.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_150.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1525.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1541.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_156.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1635.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_169.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1690.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1714.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1737.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_175.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_177.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1856.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1917.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1938.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_1948.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2038.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2050.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2062.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2115.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2118.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2132.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2198.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2207.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_226.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_227.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2275.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2293.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2323.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2407.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2427.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2464.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_25.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2512.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2542.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2601.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2625.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2648.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2653.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2695.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2709.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2742.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2747.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2760.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2782.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2820.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_283.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2838.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2871.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_289.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2902.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_291.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2919.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2934.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2941.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_2993.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3005.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3042.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3075.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3153.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3157.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3161.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3240.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_327.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3278.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3289.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3315.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3319.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3320.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3321.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3346.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3369.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3373.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3383.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3425.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3438.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3552.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3631.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3707.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3735.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3748.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3800.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3822.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3840.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3864.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_387.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3874.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3911.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3921.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_3939.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4015.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4031.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4033.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4086.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4107.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4110.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4177.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4221.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4242.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4268.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4281.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_430.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4367.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4394.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4395.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_440.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_443.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_448.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4644.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_465.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4669.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4778.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_485.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_486.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4861.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_487.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4879.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4885.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4914.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4948.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_497.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_4986.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5038.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5180.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5238.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_530.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5400.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5488.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5491.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5517.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5571.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5601.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5637.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5638.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5639.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_569.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5718.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5769.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5774.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5818.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_583.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_589.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5895.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_5943.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_595.jpg,Ibizan_hound
C:\Users\Otavio Augusto\stanford_dogs\images\Images\n02091244-Ibizan_hound\n02091244_596.jpg,Ibizan_hound
